accession,name,url,organism_name,infraspecific_name,asm_name
GCA_030167865.1,GCA_030167865.1 Craspedostauros australis strain=CCMP3328 ASM3016786v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/167/865/GCA_030167865.1_ASM3016786v1,Craspedostauros australis,strain=CCMP3328,ASM3016786v1
GCA_023333845.1,GCA_023333845.1 Globisporangium polare strain=CBS 118203 ASM2333384v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/845/GCA_023333845.1_ASM2333384v1,Globisporangium polare,strain=CBS 118203,ASM2333384v1
GCA_023335675.1,GCA_023335675.1 Globisporangium solare strain=CBS 119359 ASM2333567v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/675/GCA_023335675.1_ASM2333567v1,Globisporangium solare,strain=CBS 119359,ASM2333567v1
GCA_023333815.1,GCA_023333815.1 Globisporangium recalcitrans strain=CBS 122440 ASM2333381v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/815/GCA_023333815.1_ASM2333381v1,Globisporangium recalcitrans,strain=CBS 122440,ASM2333381v1
GCA_030267785.1,GCA_030267785.1 Phytophthora fragariaefolia strain=NBRC 109709 ASM3026778v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/785/GCA_030267785.1_ASM3026778v1,Phytophthora fragariaefolia,strain=NBRC 109709,ASM3026778v1
GCA_032358255.1,GCA_032358255.1 Heterotrichella gracilis ASM3235825v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/358/255/GCA_032358255.1_ASM3235825v1,Heterotrichella gracilis,na,ASM3235825v1
GCA_030295235.1,GCA_030295235.1 Fistulifera solaris strain=JPCC DA0580 Fsolaris_ONT_v03,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/295/235/GCA_030295235.1_Fsolaris_ONT_v03,Fistulifera solaris,strain=JPCC DA0580,Fsolaris_ONT_v03
GCA_030849845.1,GCA_030849845.1 Crithidia brevicula OSU_Cbrev,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/845/GCA_030849845.1_OSU_Cbrev,Crithidia brevicula,na,OSU_Cbrev
GCA_030347455.1,GCA_030347455.1 Kentomonas sorsogonicus strain=MF-08 ASM3034745v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/347/455/GCA_030347455.1_ASM3034745v1,Kentomonas sorsogonicus,strain=MF-08,ASM3034745v1
GCA_036940025.1,GCA_036940025.1 Conticribra weissflogii strain=AJA158-1 ASM3694002v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/025/GCA_036940025.1_ASM3694002v1,Conticribra weissflogii,strain=AJA158-1,ASM3694002v1
GCA_023158965.1,GCA_023158965.1 Leishmania martiniquensis ASM2315896v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/158/965/GCA_023158965.1_ASM2315896v1,Leishmania martiniquensis,na,ASM2315896v1
GCA_023334595.1,GCA_023334595.1 Pythium utonaiense strain=JCM 30206 ASM2333459v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/595/GCA_023334595.1_ASM2333459v1,Pythium utonaiense,strain=JCM 30206,ASM2333459v1
GCA_023337615.1,GCA_023337615.1 Pythium brachiatum strain=JCM 30210 ASM2333761v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/615/GCA_023337615.1_ASM2333761v1,Pythium brachiatum,strain=JCM 30210,ASM2333761v1
GCA_023337735.1,GCA_023337735.1 Pythium biforme strain=JCM 30207 ASM2333773v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/735/GCA_023337735.1_ASM2333773v1,Pythium biforme,strain=JCM 30207,ASM2333773v1
GCA_023338055.1,GCA_023338055.1 Phytopythium mirpurense strain=CBS 124523 ASM2333805v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/055/GCA_023338055.1_ASM2333805v1,Phytopythium mirpurense,strain=CBS 124523,ASM2333805v1
GCA_030267945.1,GCA_030267945.1 Triparma strigata strain=NIES-3701 TrST_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/945/GCA_030267945.1_TrST_01,Triparma strigata,strain=NIES-3701,TrST_01
GCA_030267905.1,GCA_030267905.1 Triparma verrucosa strain=NIES-3700 TrVE_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/905/GCA_030267905.1_TrVE_01,Triparma verrucosa,strain=NIES-3700,TrVE_01
GCA_027382625.1,GCA_027382625.1 Tetmemena sp. SeJ-2015 strain=SeJ-2015 Tetmemena_MIC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/382/625/GCA_027382625.1_Tetmemena_MIC,Tetmemena sp. SeJ-2015,strain=SeJ-2015,Tetmemena_MIC
GCA_030247965.1,GCA_030247965.1 Lotmaria passim strain=C2 Lotpas_C2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/247/965/GCA_030247965.1_Lotpas_C2,Lotmaria passim,strain=C2,Lotpas_C2
GCA_030247975.1,GCA_030247975.1 Lotmaria passim strain=C3 Lotpas_C3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/247/975/GCA_030247975.1_Lotpas_C3,Lotmaria passim,strain=C3,Lotpas_C3
GCA_034478905.1,GCA_034478905.1 Lotmaria passim strain=422 ASM3447890v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/478/905/GCA_034478905.1_ASM3447890v1,Lotmaria passim,strain=422,ASM3447890v1
GCA_037349495.1,GCA_037349495.1 Lotmaria passim strain=422 ASM3734949v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/349/495/GCA_037349495.1_ASM3734949v1,Lotmaria passim,strain=422,ASM3734949v1
GCA_023337805.1,GCA_023337805.1 Globisporangium barbulae strain=CBS 139569 ASM2333780v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/805/GCA_023337805.1_ASM2333780v1,Globisporangium barbulae,strain=CBS 139569,ASM2333780v1
GCA_023337955.1,GCA_023337955.1 Pilasporangium apinafurcum strain=DAOMC 242887 ASM2333795v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/955/GCA_023337955.1_ASM2333795v1,Pilasporangium apinafurcum,strain=DAOMC 242887,ASM2333795v1
GCA_025722995.1,GCA_025722995.1 Phytophthora agathidicida strain=3770 ASM2572299v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/722/995/GCA_025722995.1_ASM2572299v1,Phytophthora agathidicida,strain=3770,ASM2572299v1
GCA_030267805.1,GCA_030267805.1 Triparma laevis f. longispina strain=NIES-3699 TrLO_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/805/GCA_030267805.1_TrLO_01,Triparma laevis f. longispina,strain=NIES-3699,TrLO_01
GCA_030849065.1,GCA_030849065.1 Jaenimonas drosophilae OSU_Jdroso,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/065/GCA_030849065.1_OSU_Jdroso,Jaenimonas drosophilae,na,OSU_Jdroso
GCA_030849825.1,GCA_030849825.1 Herpetomonas tarakana OSU_Htarak,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/825/GCA_030849825.1_OSU_Htarak,Herpetomonas tarakana,na,OSU_Htarak
GCA_028826165.1,GCA_028826165.1 Anaeramoeba ignava strain=BMAN ASM2882616v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/826/165/GCA_028826165.1_ASM2882616v1,Anaeramoeba ignava,strain=BMAN,ASM2882616v1
GCA_027625915.1,GCA_027625915.1 Anaeramoeba flamelloides strain=Busselton2 ASM2762591v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/625/915/GCA_027625915.1_ASM2762591v1,Anaeramoeba flamelloides,strain=Busselton2,ASM2762591v1
GCA_028892595.1,GCA_028892595.1 Anaeramoeba flamelloides strain=Schooner1 DAL_ANA_SC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/595/GCA_028892595.1_DAL_ANA_SC,Anaeramoeba flamelloides,strain=Schooner1,DAL_ANA_SC
GCA_033557995.1,GCA_033557995.1 Phytophthora crassamura HumboldtARI_Pcra_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/557/995/GCA_033557995.1_HumboldtARI_Pcra_1.0,Phytophthora crassamura,na,HumboldtARI_Pcra_1.0
GCA_037356235.1,GCA_037356235.1 Bacterosira constricta strain=CCMP991 ASM3735623v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/356/235/GCA_037356235.1_ASM3735623v1,Bacterosira constricta,strain=CCMP991,ASM3735623v1
GCA_023333695.1,GCA_023333695.1 Globisporangium yorkense strain=CBS 142324 ASM2333369v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/695/GCA_023333695.1_ASM2333369v1,Globisporangium yorkense,strain=CBS 142324,ASM2333369v1
GCA_023345645.1,GCA_023345645.1 Thalassiosira sp. ASM2334564v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/345/645/GCA_023345645.1_ASM2334564v1,Thalassiosira sp.,na,ASM2334564v1
GCA_030849615.1,GCA_030849615.1 Wallacemonas collosoma OSU_Wcollo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/615/GCA_030849615.1_OSU_Wcollo,Wallacemonas collosoma,na,OSU_Wcollo
GCA_029299775.1,GCA_029299775.1 Eukaryota sp. ASM2929977v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/775/GCA_029299775.1_ASM2929977v1,Eukaryota sp.,na,ASM2929977v1
GCA_029299945.1,GCA_029299945.1 Eukaryota sp. ASM2929994v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/945/GCA_029299945.1_ASM2929994v1,Eukaryota sp.,na,ASM2929994v1
GCA_029300315.1,GCA_029300315.1 Eukaryota sp. ASM2930031v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/315/GCA_029300315.1_ASM2930031v1,Eukaryota sp.,na,ASM2930031v1
GCA_029300535.1,GCA_029300535.1 Eukaryota sp. ASM2930053v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/535/GCA_029300535.1_ASM2930053v1,Eukaryota sp.,na,ASM2930053v1
GCA_029300905.1,GCA_029300905.1 Eukaryota sp. ASM2930090v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/905/GCA_029300905.1_ASM2930090v1,Eukaryota sp.,na,ASM2930090v1
GCA_029300955.1,GCA_029300955.1 Eukaryota sp. ASM2930095v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/955/GCA_029300955.1_ASM2930095v1,Eukaryota sp.,na,ASM2930095v1
GCA_029301025.1,GCA_029301025.1 Eukaryota sp. ASM2930102v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/025/GCA_029301025.1_ASM2930102v1,Eukaryota sp.,na,ASM2930102v1
GCA_029301125.1,GCA_029301125.1 Eukaryota sp. ASM2930112v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/125/GCA_029301125.1_ASM2930112v1,Eukaryota sp.,na,ASM2930112v1
GCA_029301115.1,GCA_029301115.1 Eukaryota sp. ASM2930111v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/115/GCA_029301115.1_ASM2930111v1,Eukaryota sp.,na,ASM2930111v1
GCA_029301205.1,GCA_029301205.1 Eukaryota sp. ASM2930120v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/205/GCA_029301205.1_ASM2930120v1,Eukaryota sp.,na,ASM2930120v1
GCA_029301415.1,GCA_029301415.1 Eukaryota sp. ASM2930141v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/415/GCA_029301415.1_ASM2930141v1,Eukaryota sp.,na,ASM2930141v1
GCA_029301895.1,GCA_029301895.1 Eukaryota sp. ASM2930189v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/895/GCA_029301895.1_ASM2930189v1,Eukaryota sp.,na,ASM2930189v1
GCA_029302035.1,GCA_029302035.1 Eukaryota sp. ASM2930203v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/035/GCA_029302035.1_ASM2930203v1,Eukaryota sp.,na,ASM2930203v1
GCA_029302215.1,GCA_029302215.1 Eukaryota sp. ASM2930221v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/215/GCA_029302215.1_ASM2930221v1,Eukaryota sp.,na,ASM2930221v1
GCA_029302845.1,GCA_029302845.1 Eukaryota sp. ASM2930284v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/845/GCA_029302845.1_ASM2930284v1,Eukaryota sp.,na,ASM2930284v1
GCA_029303015.1,GCA_029303015.1 Eukaryota sp. ASM2930301v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/303/015/GCA_029303015.1_ASM2930301v1,Eukaryota sp.,na,ASM2930301v1
GCA_029303075.1,GCA_029303075.1 Eukaryota sp. ASM2930307v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/303/075/GCA_029303075.1_ASM2930307v1,Eukaryota sp.,na,ASM2930307v1
GCA_029304055.1,GCA_029304055.1 Eukaryota sp. ASM2930405v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/055/GCA_029304055.1_ASM2930405v1,Eukaryota sp.,na,ASM2930405v1
GCA_029304155.1,GCA_029304155.1 Eukaryota sp. ASM2930415v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/155/GCA_029304155.1_ASM2930415v1,Eukaryota sp.,na,ASM2930415v1
GCA_029304205.1,GCA_029304205.1 Eukaryota sp. ASM2930420v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/205/GCA_029304205.1_ASM2930420v1,Eukaryota sp.,na,ASM2930420v1
GCA_029304255.1,GCA_029304255.1 Eukaryota sp. ASM2930425v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/255/GCA_029304255.1_ASM2930425v1,Eukaryota sp.,na,ASM2930425v1
GCA_029304355.1,GCA_029304355.1 Eukaryota sp. ASM2930435v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/355/GCA_029304355.1_ASM2930435v1,Eukaryota sp.,na,ASM2930435v1
GCA_029292585.1,GCA_029292585.1 Eukaryota sp. ASM2929258v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/585/GCA_029292585.1_ASM2929258v1,Eukaryota sp.,na,ASM2929258v1
GCA_029292775.1,GCA_029292775.1 Eukaryota sp. ASM2929277v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/775/GCA_029292775.1_ASM2929277v1,Eukaryota sp.,na,ASM2929277v1
GCA_029292855.1,GCA_029292855.1 Eukaryota sp. ASM2929285v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/855/GCA_029292855.1_ASM2929285v1,Eukaryota sp.,na,ASM2929285v1
GCA_029293195.1,GCA_029293195.1 Eukaryota sp. ASM2929319v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/195/GCA_029293195.1_ASM2929319v1,Eukaryota sp.,na,ASM2929319v1
GCA_029293205.1,GCA_029293205.1 Eukaryota sp. ASM2929320v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/205/GCA_029293205.1_ASM2929320v1,Eukaryota sp.,na,ASM2929320v1
GCA_029293305.1,GCA_029293305.1 Eukaryota sp. ASM2929330v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/305/GCA_029293305.1_ASM2929330v1,Eukaryota sp.,na,ASM2929330v1
GCA_029293555.1,GCA_029293555.1 Eukaryota sp. ASM2929355v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/555/GCA_029293555.1_ASM2929355v1,Eukaryota sp.,na,ASM2929355v1
GCA_029293705.1,GCA_029293705.1 Eukaryota sp. ASM2929370v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/705/GCA_029293705.1_ASM2929370v1,Eukaryota sp.,na,ASM2929370v1
GCA_029293785.1,GCA_029293785.1 Eukaryota sp. ASM2929378v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/785/GCA_029293785.1_ASM2929378v1,Eukaryota sp.,na,ASM2929378v1
GCA_029293905.1,GCA_029293905.1 Eukaryota sp. ASM2929390v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/905/GCA_029293905.1_ASM2929390v1,Eukaryota sp.,na,ASM2929390v1
GCA_029293945.1,GCA_029293945.1 Eukaryota sp. ASM2929394v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/945/GCA_029293945.1_ASM2929394v1,Eukaryota sp.,na,ASM2929394v1
GCA_029294015.1,GCA_029294015.1 Eukaryota sp. ASM2929401v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/015/GCA_029294015.1_ASM2929401v1,Eukaryota sp.,na,ASM2929401v1
GCA_029294115.1,GCA_029294115.1 Eukaryota sp. ASM2929411v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/115/GCA_029294115.1_ASM2929411v1,Eukaryota sp.,na,ASM2929411v1
GCA_029294175.1,GCA_029294175.1 Eukaryota sp. ASM2929417v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/175/GCA_029294175.1_ASM2929417v1,Eukaryota sp.,na,ASM2929417v1
GCA_029294295.1,GCA_029294295.1 Eukaryota sp. ASM2929429v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/295/GCA_029294295.1_ASM2929429v1,Eukaryota sp.,na,ASM2929429v1
GCA_029294415.1,GCA_029294415.1 Eukaryota sp. ASM2929441v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/415/GCA_029294415.1_ASM2929441v1,Eukaryota sp.,na,ASM2929441v1
GCA_029296305.1,GCA_029296305.1 Eukaryota sp. ASM2929630v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/305/GCA_029296305.1_ASM2929630v1,Eukaryota sp.,na,ASM2929630v1
GCA_029296385.1,GCA_029296385.1 Eukaryota sp. ASM2929638v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/385/GCA_029296385.1_ASM2929638v1,Eukaryota sp.,na,ASM2929638v1
GCA_029296455.1,GCA_029296455.1 Eukaryota sp. ASM2929645v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/455/GCA_029296455.1_ASM2929645v1,Eukaryota sp.,na,ASM2929645v1
GCA_029296605.1,GCA_029296605.1 Eukaryota sp. ASM2929660v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/605/GCA_029296605.1_ASM2929660v1,Eukaryota sp.,na,ASM2929660v1
GCA_029296635.1,GCA_029296635.1 Eukaryota sp. ASM2929663v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/635/GCA_029296635.1_ASM2929663v1,Eukaryota sp.,na,ASM2929663v1
GCA_029296695.1,GCA_029296695.1 Eukaryota sp. ASM2929669v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/695/GCA_029296695.1_ASM2929669v1,Eukaryota sp.,na,ASM2929669v1
GCA_029296925.1,GCA_029296925.1 Eukaryota sp. ASM2929692v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/925/GCA_029296925.1_ASM2929692v1,Eukaryota sp.,na,ASM2929692v1
GCA_029296975.1,GCA_029296975.1 Eukaryota sp. ASM2929697v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/975/GCA_029296975.1_ASM2929697v1,Eukaryota sp.,na,ASM2929697v1
GCA_029297075.1,GCA_029297075.1 Eukaryota sp. ASM2929707v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/075/GCA_029297075.1_ASM2929707v1,Eukaryota sp.,na,ASM2929707v1
GCA_029297155.1,GCA_029297155.1 Eukaryota sp. ASM2929715v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/155/GCA_029297155.1_ASM2929715v1,Eukaryota sp.,na,ASM2929715v1
GCA_029297265.1,GCA_029297265.1 Eukaryota sp. ASM2929726v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/265/GCA_029297265.1_ASM2929726v1,Eukaryota sp.,na,ASM2929726v1
GCA_029297485.1,GCA_029297485.1 Eukaryota sp. ASM2929748v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/485/GCA_029297485.1_ASM2929748v1,Eukaryota sp.,na,ASM2929748v1
GCA_029297585.1,GCA_029297585.1 Eukaryota sp. ASM2929758v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/585/GCA_029297585.1_ASM2929758v1,Eukaryota sp.,na,ASM2929758v1
GCA_029297675.1,GCA_029297675.1 Eukaryota sp. ASM2929767v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/675/GCA_029297675.1_ASM2929767v1,Eukaryota sp.,na,ASM2929767v1
GCA_029297725.1,GCA_029297725.1 Eukaryota sp. ASM2929772v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/725/GCA_029297725.1_ASM2929772v1,Eukaryota sp.,na,ASM2929772v1
GCA_029297755.1,GCA_029297755.1 Eukaryota sp. ASM2929775v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/755/GCA_029297755.1_ASM2929775v1,Eukaryota sp.,na,ASM2929775v1
GCA_029296275.1,GCA_029296275.1 Eukaryota sp. ASM2929627v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/275/GCA_029296275.1_ASM2929627v1,Eukaryota sp.,na,ASM2929627v1
GCA_029296415.1,GCA_029296415.1 Eukaryota sp. ASM2929641v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/415/GCA_029296415.1_ASM2929641v1,Eukaryota sp.,na,ASM2929641v1
GCA_029296495.1,GCA_029296495.1 Eukaryota sp. ASM2929649v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/495/GCA_029296495.1_ASM2929649v1,Eukaryota sp.,na,ASM2929649v1
GCA_029296655.1,GCA_029296655.1 Eukaryota sp. ASM2929665v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/655/GCA_029296655.1_ASM2929665v1,Eukaryota sp.,na,ASM2929665v1
GCA_029296705.1,GCA_029296705.1 Eukaryota sp. ASM2929670v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/705/GCA_029296705.1_ASM2929670v1,Eukaryota sp.,na,ASM2929670v1
GCA_029297005.1,GCA_029297005.1 Eukaryota sp. ASM2929700v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/005/GCA_029297005.1_ASM2929700v1,Eukaryota sp.,na,ASM2929700v1
GCA_029297195.1,GCA_029297195.1 Eukaryota sp. ASM2929719v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/195/GCA_029297195.1_ASM2929719v1,Eukaryota sp.,na,ASM2929719v1
GCA_029297215.1,GCA_029297215.1 Eukaryota sp. ASM2929721v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/215/GCA_029297215.1_ASM2929721v1,Eukaryota sp.,na,ASM2929721v1
GCA_029297245.1,GCA_029297245.1 Eukaryota sp. ASM2929724v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/245/GCA_029297245.1_ASM2929724v1,Eukaryota sp.,na,ASM2929724v1
GCA_029297295.1,GCA_029297295.1 Eukaryota sp. ASM2929729v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/295/GCA_029297295.1_ASM2929729v1,Eukaryota sp.,na,ASM2929729v1
GCA_029297375.1,GCA_029297375.1 Eukaryota sp. ASM2929737v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/375/GCA_029297375.1_ASM2929737v1,Eukaryota sp.,na,ASM2929737v1
GCA_029297415.1,GCA_029297415.1 Eukaryota sp. ASM2929741v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/415/GCA_029297415.1_ASM2929741v1,Eukaryota sp.,na,ASM2929741v1
GCA_029297475.1,GCA_029297475.1 Eukaryota sp. ASM2929747v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/475/GCA_029297475.1_ASM2929747v1,Eukaryota sp.,na,ASM2929747v1
GCA_029297525.1,GCA_029297525.1 Eukaryota sp. ASM2929752v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/525/GCA_029297525.1_ASM2929752v1,Eukaryota sp.,na,ASM2929752v1
GCA_029297785.1,GCA_029297785.1 Eukaryota sp. ASM2929778v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/785/GCA_029297785.1_ASM2929778v1,Eukaryota sp.,na,ASM2929778v1
GCA_029297865.1,GCA_029297865.1 Eukaryota sp. ASM2929786v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/865/GCA_029297865.1_ASM2929786v1,Eukaryota sp.,na,ASM2929786v1
GCA_029297975.1,GCA_029297975.1 Eukaryota sp. ASM2929797v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/975/GCA_029297975.1_ASM2929797v1,Eukaryota sp.,na,ASM2929797v1
GCA_029298075.1,GCA_029298075.1 Eukaryota sp. ASM2929807v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/075/GCA_029298075.1_ASM2929807v1,Eukaryota sp.,na,ASM2929807v1
GCA_029298155.1,GCA_029298155.1 Eukaryota sp. ASM2929815v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/155/GCA_029298155.1_ASM2929815v1,Eukaryota sp.,na,ASM2929815v1
GCA_029298575.1,GCA_029298575.1 Eukaryota sp. ASM2929857v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/575/GCA_029298575.1_ASM2929857v1,Eukaryota sp.,na,ASM2929857v1
GCA_029298595.1,GCA_029298595.1 Eukaryota sp. ASM2929859v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/595/GCA_029298595.1_ASM2929859v1,Eukaryota sp.,na,ASM2929859v1
GCA_029298625.1,GCA_029298625.1 Eukaryota sp. ASM2929862v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/625/GCA_029298625.1_ASM2929862v1,Eukaryota sp.,na,ASM2929862v1
GCA_029298675.1,GCA_029298675.1 Eukaryota sp. ASM2929867v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/675/GCA_029298675.1_ASM2929867v1,Eukaryota sp.,na,ASM2929867v1
GCA_029299755.1,GCA_029299755.1 Eukaryota sp. ASM2929975v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/755/GCA_029299755.1_ASM2929975v1,Eukaryota sp.,na,ASM2929975v1
GCA_029300275.1,GCA_029300275.1 Eukaryota sp. ASM2930027v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/275/GCA_029300275.1_ASM2930027v1,Eukaryota sp.,na,ASM2930027v1
GCA_023346115.1,GCA_023346115.1 Eukaryota sp. ASM2334611v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/115/GCA_023346115.1_ASM2334611v1,Eukaryota sp.,na,ASM2334611v1
